Geneid	Chr	Start	End	Strand	Length	dump/SRR6754132_subread.bam	dump/SRR6754133_subread.bam	dump/SRR6754134_subread.bam	dump/SRR6754135_subread.bam	dump/SRR6754136_subread.bam	dump/SRR6754137_subread.bam	dump/SRR6754138_subread.bam	dump/SRR6754139_subread.bam	dump/SRR6754140_subread.bam
Fbxo2	chr4	148160621	148166424	+	5804	156	133	61	48	18	0	9	14	0
Ptchd2	chr4	148240264	148287965	-	47702	0	5	1	16	15	53	84	28	0
Gm13206	chr4	148306853	148316569	+	9717	0	0	1	10	0	0	14	2	10
Gm13200	chr4	148356379	148359460	-	3082	0	0	0	0	0	0	0	0	0
Ubiad1	chr4	148434495	148444771	-	10277	429	326	385	1419	1741	1790	1288	1319	1160
Gm23303	chr4	148443334	148443485	-	152	1	0	0	0	3	7	0	0	0
Mtor	chr4	148448611	148557683	+	109073	67347	22713	15339	1343	897	1091	1608	1926	985
Angptl7	chr4	148495183	148500460	-	5278	66182	21429	14337	293	61	28	42	787	30
Gm24002	chr4	148539127	148539230	+	104	0	0	0	0	0	0	0	0	0
Gm23318	chr4	148555697	148555804	+	108	10	8	10	3	0	2	3	0	0
Exosc10	chr4	148558429	148582401	+	23973	2299	2373	1521	5720	5331	4474	2263	1809	2156
Gm13204	chr4	148569056	148569876	-	821	17	8	2	0	25	41	37	1	0
Gm13209	chr4	148584721	148586007	-	1287	5	0	53	0	0	0	0	0	0
Srm	chr4	148591503	148594993	+	3491	3462	3015	1635	16166	14223	11220	3277	4337	2758
Masp2	chr4	148602554	148615499	+	12946	191	237	157	215	99	114	2	32	62
Tardbp	chr4	148612382	148627019	-	14638	2131	2434	1934	6158	8170	7316	3260	3449	3345
Gm572	chr4	148643317	148671572	+	28256	0	15	47	2	0	0	25	2	1
Gm13203	chr4	148713703	148716581	+	2879	0	0	6	10	0	13	0	2	8
Casz1	chr4	148804429	148954889	+	150461	416	429	217	85	314	499	2221	1188	1379
Gm15969	chr4	148913511	148914324	-	814	0	0	0	0	0	0	7	0	1
Gm13205	chr4	148947492	148948914	-	1423	55	52	0	13	48	74	94	68	74
Gm17029	chr4	148960297	148984671	+	24375	931	1003	774	2758	2598	2238	2275	2050	1615
Pex14	chr4	148960535	149099876	-	139342	1287	1540	1214	3506	3370	2972	2751	2466	2019
Gm9506	chr4	149096383	149096702	+	320	41	28	22	147	81	77	121	108	151
Dffa	chr4	149104146	149120647	+	16502	198	188	388	611	516	600	1051	837	1084
Cort	chr4	149125034	149126763	-	1730	3	0	8	0	0	12	0	2	0
Apitd1	chr4	149127121	149137629	-	10509	13	16	33	1118	1171	966	128	168	199
Rpsa-ps12	chr4	149142497	149143388	-	892	201	195	139	1011	1037	784	364	410	321
Pgd	chr4	149149991	149166771	-	16781	1584	1105	1085	7623	8048	5769	3884	4355	3352
Kif1b	chr4	149176319	149307693	-	131375	4366	5360	4261	979	2012	2472	7130	4742	5437
Ube4b	chr4	149328416	149426749	-	98334	1815	2868	1970	831	1675	1494	1290	775	818
Ube4bos3	chr4	149334639	149335897	+	1259	77	117	33	54	117	77	51	50	83
Ube4bos2	chr4	149338087	149338531	+	445	4	11	17	0	21	0	0	0	0
Ube4bos1	chr4	149347885	149365277	+	17393	230	459	308	73	296	282	234	105	84
Rbp7	chr4	149449687	149454978	-	5292	29	51	78	0	6	0	16	1	4
Trmt112-ps2	chr4	149457329	149457706	+	378	378	423	282	1715	1252	1083	919	826	693
Nmnat1	chr4	149467572	149485202	-	17631	198	180	206	505	483	632	654	418	432
Gm13097	chr4	149477378	149483531	+	6154	23	9	1	0	8	1	13	2	0
Lzic	chr4	149485229	149496668	+	11440	570	694	333	2499	2608	2501	2628	2303	1810
Gm13071	chr4	149500633	149501008	+	376	0	0	0	0	3	1	0	0	0
Gm24381	chr4	149517179	149517282	-	104	0	0	0	0	0	0	0	0	0
Ctnnbip1	chr4	149518236	149566437	+	48202	962	1119	860	2247	2176	2241	858	805	745
Mir5616	chr4	149537863	149537922	+	60	4	2	0	0	0	1	0	0	1
Gm13066	chr4	149565620	149567790	-	2171	248	216	220	252	342	397	187	149	114
Clstn1	chr4	149586468	149648899	+	62432	3017	3214	3121	710	760	527	569	659	300
Pik3cd	chr4	149649168	149702571	-	53404	246	470	282	23	78	155	141	96	7
Mir7023	chr4	149655504	149655567	-	64	0	2	1	0	0	3	2	0	0
Tmem201	chr4	149715375	149738044	-	22670	1455	1507	1128	1210	2722	2188	1569	1111	1526
Slc25a33	chr4	149744036	149774277	-	30242	1338	1457	1338	754	622	560	756	830	256
Gm13068	chr4	149748518	149749607	+	1090	344	266	328	225	176	203	239	250	87
Gm16188	chr4	149776252	149783332	+	7081	11	0	6	1	0	7	0	29	16
Gm13073	chr4	149780024	149780714	-	691	3	0	0	1	0	1	0	12	9
Gm13065	chr4	149793279	149793419	-	141	1	1	0	2	0	0	0	0	1
Gm13064	chr4	149814666	149815222	-	557	16	2	0	0	0	0	0	0	0
n-R5s193	chr4	149817732	149817840	+	109	4	2	4	2	0	3	0	2	2
AL626808.1	chr4	149817764	149817823	+	60	4	2	4	2	0	3	0	2	2
Spsb1	chr4	149896283	149955043	-	58761	6912	5981	5133	726	853	488	2494	1435	1253
Gm13070	chr4	149904006	149908149	+	4144	2026	1517	1258	274	269	145	828	464	364
H6pd	chr4	149979475	150009023	-	29549	775	1045	1225	209	797	791	671	439	718
Gm13067	chr4	150049013	150056976	+	7964	0	1	0	4	27	29	0	1	0
Mir34a	chr4	150068454	150068555	+	102	0	0	0	0	4	3	1	4	1
Gm37795	chr4	150068539	150070997	+	2459	1	0	4	30	28	19	61	31	16
Gpr157	chr4	150087365	150105927	+	18563	71	107	33	16	31	24	242	165	254
Gm13093	chr4	150113879	150119263	-	5385	1	0	8	0	0	17	19	0	0
Slc2a5	chr4	150119283	150144169	+	24887	3	12	8	126	71	105	59	50	56
Slc2a7	chr4	150148972	150168482	+	19511	0	27	2	0	1	1	2	1	0
Car6	chr4	150187015	150201332	-	14318	0	10	24	0	0	0	6	26	0
Gm13094	chr4	150228035	150228443	+	409	8	14	5	27	37	27	24	16	19
Eno1	chr4	150236721	150248879	+	12159	3594	3637	3020	83888	73038	59360	37440	36336	37576
Rere	chr4	150281646	150621966	+	340321	5527	7223	4954	5575	6571	6357	2103	1748	1755
Gm13092	chr4	150315177	150315436	-	260	616	596	446	4413	4202	3699	1057	1015	967
Gm23209	chr4	150321193	150321302	+	110	0	0	9	0	0	0	0	0	1
Gm13091	chr4	150566869	150568544	-	1676	37	51	15	30	0	2	34	1	0
Slc45a1	chr4	150628572	150652174	-	23603	75	131	126	28	22	1	7	0	2
Gm16079	chr4	150668248	150678792	-	10545	2	1	3	0	3	0	0	0	0
Gm13049	chr4	150825733	150839575	+	13843	41	32	1	1	2	12	0	0	0
1700045H11Rik	chr4	150828225	150854949	-	26725	238	188	126	609	683	617	333	346	287
Rps15a-ps3	chr4	150847113	150847507	+	395	172	137	102	604	678	595	330	345	283
Errfi1	chr4	150853919	150868892	+	14974	37958	47632	37812	5634	18266	14766	1781	5155	3066
Park7	chr4	150897133	150914437	-	17305	2807	2476	1762	13511	10796	10277	7300	7880	7516
Tnfrsf9	chr4	150914562	150946102	+	31541	87	99	56	13	10	0	1	27	11
Camta1	chr4	150917322	151861876	-	944555	5649	7192	5451	5732	5278	4969	5562	5279	5307
Gm23405	chr4	150964735	150964894	+	160	3	0	0	0	0	0	0	0	0
Uts2	chr4	150997097	151001810	+	4714	8	0	2	0	0	0	40	0	0
Per3	chr4	151003652	151044665	-	41014	208	381	169	75	99	198	140	105	220
Vamp3	chr4	151047300	151057963	-	10664	2828	2727	2117	4715	4332	4002	4513	4516	4133
Gm13090	chr4	151089570	151091449	+	1880	0	0	0	0	0	0	0	0	0
4930589P08Rik	chr4	151376470	151379582	+	3113	0	3	0	0	0	0	0	0	0
Gm37141	chr4	151915993	151916414	-	422	0	0	0	0	0	0	0	0	0
Dnajc11	chr4	151933691	151982137	+	48447	1139	1534	793	7473	7103	6558	3917	3624	4557
Thap3	chr4	151982639	151988997	-	6359	576	1088	1017	1133	897	881	1852	1102	1898
Phf13	chr4	151989633	151996258	-	6626	1255	1228	1173	460	1191	635	515	673	589
Gm9768	chr4	152006759	152009619	-	2861	1476	962	802	747	1273	955	967	716	633
Klhl21	chr4	152008803	152017680	+	8878	4849	3604	3108	2064	3535	3149	3318	2617	2012
Zbtb48	chr4	152019774	152027671	-	7898	420	305	214	394	284	204	165	128	146
Tas1r1	chr4	152027914	152038568	-	10655	74	29	4	116	84	161	3139	3543	2854
Nol9	chr4	152039321	152061494	+	22174	1191	1127	959	1353	4139	3856	1707	1257	1534
Plekhg5	chr4	152072498	152115400	+	42903	468	453	378	230	321	492	2305	1652	1576
Tnfrsf25	chr4	152115934	152120119	+	4186	64	31	31	1	10	0	166	90	104
Espn	chr4	152120331	152152371	-	32041	157	146	155	0	0	19	94	91	44
Gm13077	chr4	152157007	152157490	-	484	37	17	31	188	149	158	188	215	159
Hes2	chr4	152158867	152162469	+	3603	4	0	0	0	0	0	0	0	0
Acot7	chr4	152178134	152271855	+	93722	1024	1050	476	9697	9028	7449	3712	5417	2675
Gm27500	chr4	152201807	152202142	-	336	0	0	0	13	11	11	0	5	5
Gm13096	chr4	152203926	152204467	+	542	0	0	0	0	4	0	0	0	0
Gpr153	chr4	152274232	152285337	+	11106	1400	1473	742	44	30	31	243	190	15
Hes3	chr4	152285972	152291662	-	5691	27	23	0	0	0	0	0	0	0
Icmt	chr4	152297227	152307121	+	9895	495	514	450	630	685	464	484	440	217
Rnf207	chr4	152307019	152318993	-	11975	55	128	75	24	30	12	27	26	7
Rpl22	chr4	152325742	152334071	+	8330	1471	1271	1164	4877	4746	4085	2729	2351	1823
Chd5	chr4	152338651	152390194	+	51544	32	111	24	0	9	0	0	0	1
Gm13645	chr4	152352198	152353641	-	1444	2	0	9	0	0	0	0	0	0
Kcnab2	chr4	152390742	152477871	-	87130	61	68	24	5	34	24	18	13	7
Gm16333	chr4	152410800	152411262	+	463	0	0	0	0	0	0	0	0	0
Gm16334	chr4	152418283	152421834	-	3552	6	0	0	0	0	0	0	0	0
Nphp4	chr4	152476706	152563183	+	86478	177	277	174	103	243	93	97	45	48
Gm13172	chr4	152677748	152678003	-	256	0	0	0	0	0	0	1	0	0
Gm833	chr4	152697540	152700515	+	2976	0	1	0	0	0	0	0	0	0
Gm25779	chr4	153013490	153013584	-	95	0	0	0	0	0	0	0	0	0
Gm13173	chr4	153145590	153146943	-	1354	0	0	0	0	0	0	0	0	0
Gm13174	chr4	153218176	153218595	+	420	37	12	2	0	0	0	0	0	0
Ajap1	chr4	153373221	153482811	-	109591	449	369	390	1	0	14	4	0	1
Gm25880	chr4	153876384	153876515	+	132	0	0	0	0	0	0	0	0	0
Gm13115	chr4	153907386	153908666	+	1281	0	0	0	0	0	0	0	0	0
BC039966	chr4	153947633	153950503	-	2871	0	0	0	0	0	0	0	0	0
A430005L14Rik	chr4	153957237	153961925	+	4689	459	632	647	2768	1960	2128	1480	910	1312
Dffb	chr4	153964449	153975126	-	10678	261	139	253	201	324	213	35	151	88
Cep104	chr4	153975194	154008732	+	33539	632	629	575	408	819	883	943	829	976
Lrrc47	chr4	154011731	154021513	+	9783	337	293	178	605	604	617	543	337	302
Smim1	chr4	154020470	154026230	-	5761	498	397	377	350	355	351	681	385	351
Ccdc27	chr4	154026639	154042677	-	16039	28	120	53	0	0	2	0	0	0
Gm13117	chr4	154043733	154044423	-	691	0	0	0	0	0	0	0	0	0
Gm13114	chr4	154048023	154048128	-	106	0	0	0	0	0	0	0	0	0
Trp73	chr4	154056253	154140208	-	83956	2	87	28	0	0	0	0	2	0
Trp73os	chr4	154093479	154098353	+	4875	1	2	0	0	0	0	0	0	0
Gm26036	chr4	154134030	154134173	+	144	0	0	1	0	0	0	0	0	0
Wrap73	chr4	154142372	154167420	+	25049	2748	3101	3344	1926	1696	1784	2873	3504	2044
Tprgl	chr4	154157485	154160666	-	3182	2562	2820	3024	1116	722	845	1793	2100	777
Megf6	chr4	154170730	154275713	+	104984	134	158	40	313	193	301	64	127	82
Gm13132	chr4	154220541	154221012	+	472	20	10	5	34	29	29	29	29	22
Arhgef16	chr4	154278486	154301676	-	23191	392	484	325	94	59	140	35	104	55
Prdm16	chr4	154316125	154636873	-	320749	1020	1125	1016	31	64	111	67	74	69
B230104I21Rik	chr4	154336127	154349918	+	13792	82	142	26	1	17	21	0	24	6
Gm13133	chr4	154550282	154557645	+	7364	31	1	0	0	0	0	0	0	0
Gm13134	chr4	154601197	154604202	+	3006	2	0	0	0	0	0	0	0	0
Gm13111	chr4	154637576	154644724	+	7149	96	76	38	0	0	0	0	0	0
Gm27202	chr4	154645083	154645701	-	619	8	0	1	0	0	0	0	0	0
Gm13110	chr4	154645754	154655318	-	9565	4	5	5	0	0	0	0	3	0
Actrt2	chr4	154666433	154667867	-	1435	0	0	0	0	0	0	0	0	0
Ttc34	chr4	154837459	154867127	+	29669	0	9	0	0	0	13	0	0	18
Gm13112	chr4	154864506	154872003	-	7498	0	18	0	0	0	9	0	1	12
Mmel1	chr4	154869585	154895528	+	25944	61	22	0	2	0	34	94	69	87
Fam213b	chr4	154895504	154899135	-	3632	296	256	128	378	214	422	3374	2084	2247
Tnfrsf14	chr4	154922210	154928563	-	6354	31	98	66	23	0	0	1	10	0
Gm20421	chr4	154960770	154961678	-	909	2	1	0	0	0	0	0	0	0
Hes5	chr4	154960923	154962371	+	1449	6	0	0	0	0	0	0	0	0
Pank4	chr4	154964123	154980938	+	16816	1153	1445	1028	1432	1616	1463	911	844	1138
Plch2	chr4	154983115	155056784	-	73670	58	48	56	2	0	0	69	11	0
Gm10564	chr4	155042046	155045422	+	3377	0	1	1	1	0	0	0	1	0
Pex10	chr4	155067016	155072433	+	5418	99	148	120	279	337	215	315	151	203
Rer1	chr4	155074110	155086382	-	12273	4296	4040	2610	9590	8169	7524	7369	7857	5743
Morn1	chr4	155086577	155145505	+	58929	653	673	664	61	178	82	238	69	223
Ski	chr4	155154075	155222592	-	68518	5468	5568	4235	1562	2380	2307	1818	1777	1823
Faap20	chr4	155249802	155256687	+	6886	567	604	350	1663	1380	1203	1101	1032	1001
Prkcz	chr4	155260129	155361361	-	101233	55	109	32	4	3	41	82	80	111
Gm27200	chr4	155343683	155344465	+	783	0	0	0	0	0	0	0	0	0
Gabrd	chr4	155384980	155398112	-	13133	7	7	0	1	0	0	770	519	1272
5830444B04Rik	chr4	155398763	155421704	-	22942	100	54	284	24	44	36	213	115	154
Cfap74	chr4	155409190	155466823	+	57634	139	66	269	26	59	41	197	129	173
Tmem52	chr4	155469114	155470858	+	1745	58	9	0	0	1	9	5	3	18
Gnb1	chr4	155491361	155559269	+	67909	4294	5756	4324	4148	4273	4512	2182	2351	1845
Gm13171	chr4	155502316	155502706	-	391	9	4	33	20	18	5	26	28	17
Nadk	chr4	155562378	155591001	+	28624	1985	2695	1890	8383	11842	9897	3715	4890	3033
Slc35e2	chr4	155601416	155623340	+	21925	650	721	501	911	1542	1927	775	504	624
Gm16023	chr4	155608300	155624755	-	16456	618	716	419	866	1488	1762	764	449	542
Gm10563	chr4	155614413	155645408	-	30996	2916	3203	2852	2069	2952	3085	1772	1479	1366
Gm16024	chr4	155616409	155616787	+	379	4	2	0	0	0	2	0	0	0
Cdk11b	chr4	155624854	155649938	+	25085	3273	3508	3323	2073	2648	2641	1633	1627	1454
Mmp23	chr4	155650655	155653384	-	2730	1646	745	583	386	411	444	558	742	247
Mib2	chr4	155654677	155669198	-	14522	691	878	800	73	275	175	833	549	548
B930041F14Rik	chr4	155694342	155696481	+	2140	78	65	32	0	12	45	52	27	92
Ssu72	chr4	155704800	155733879	+	29080	1209	1682	1266	5738	5315	4596	5260	4735	4075
Gm22573	chr4	155720040	155720141	-	102	0	0	0	0	0	1	0	0	0
1500002C15Rik	chr4	155732545	155734727	-	2183	279	281	370	1231	1164	1142	1588	1301	1064
Tmem240	chr4	155734800	155740564	+	5765	33	53	8	0	4	6	22	13	0
Atad3a	chr4	155740641	155761093	-	20453	2261	2151	1522	7366	7764	6808	2515	2329	2634
Atad3aos	chr4	155761178	155769264	+	8087	62	83	89	14	10	13	20	11	9
Vwa1	chr4	155768149	155774698	-	6550	4727	3818	2548	640	509	352	114	67	136
Gm26840	chr4	155769969	155776161	+	6193	3637	2904	1937	525	385	290	91	54	100
Tmem88b	chr4	155781591	155785874	-	4284	126	140	343	17	41	74	33	0	5
Gm27743	chr4	155789581	155789706	+	126	0	1	0	0	0	0	0	0	0
Ankrd65	chr4	155790439	155799503	+	9065	5	19	6	0	0	0	0	2	0
Mrpl20	chr4	155802878	155809975	+	7098	1224	1266	1051	6794	5665	5063	2877	3145	2619
Ccnl2	chr4	155812489	155824543	+	12055	6862	8727	7285	2604	3050	3191	3535	2606	2715
Aurkaip1	chr4	155831272	155833130	+	1859	1298	1221	1049	4788	4061	3665	3430	3575	2993
Mxra8os	chr4	155839492	155840178	-	687	1433	1171	696	567	470	380	739	822	395
Mxra8	chr4	155839680	155844088	+	4409	17505	12713	8025	5713	4717	3735	7913	9495	4219
Dvl1	chr4	155847402	155859303	+	11902	956	989	884	538	353	464	1120	864	1084
Tas1r3	chr4	155859268	155863362	-	4095	32	61	53	13	19	5	51	51	40
Cptp	chr4	155864723	155869440	-	4718	106	165	112	756	829	646	934	853	653
Cpsf3l	chr4	155869546	155889103	+	19558	983	883	495	4908	4468	4224	2735	2984	2534
Pusl1	chr4	155887879	155891781	-	3903	905	776	615	3655	3297	3235	1725	1979	1399
Acap3	chr4	155891822	155907251	+	15430	1613	924	1057	701	1344	1616	1032	837	743
Gm22991	chr4	155911630	155911750	+	121	0	0	0	0	0	0	0	0	0
Ube2j2	chr4	155943831	155959604	+	15774	1991	2171	1671	5269	3057	3373	2200	2443	1061
Fam132a	chr4	155962318	155966629	+	4312	686	614	652	507	551	392	745	459	322
B3galt6	chr4	155989466	155992649	-	3184	283	306	122	1022	1057	1130	441	699	473
Sdf4	chr4	155992872	156013610	+	20739	8553	5779	3867	6156	5534	5287	5013	4472	3850
Tnfrsf4	chr4	156013843	156016612	+	2770	5	5	3	20	5	20	24	2	0
Gm37090	chr4	156018556	156022660	-	4105	66	88	93	0	15	38	10	30	11
Gm16008	chr4	156022008	156031643	-	9636	83	98	95	31	53	31	99	64	120
Gm25982	chr4	156023058	156023158	-	101	0	0	0	0	0	0	0	0	0
Tnfrsf18	chr4	156026164	156028895	+	2732	39	47	56	30	20	11	66	45	55
Ttll10	chr4	156034840	156059414	-	24575	7	53	49	0	0	0	0	0	0
Gm13648	chr4	156052715	156059802	-	7088	0	26	0	0	0	0	0	0	0
Mir429	chr4	156053905	156053987	-	83	0	0	0	0	0	0	0	0	0
Mir200a	chr4	156054896	156054985	-	90	0	0	0	0	0	0	0	0	0
Mir200b	chr4	156055681	156055750	-	70	0	0	0	0	0	0	0	0	0
9430015G10Rik	chr4	156109982	156127265	+	17284	242	421	328	1153	1154	1428	380	233	207
Rnf223	chr4	156130513	156133420	+	2908	11	16	0	0	9	16	1	0	2
Agrn	chr4	156165290	156197488	-	32199	1082	1225	1176	307	411	572	221	141	172
Isg15	chr4	156199424	156200818	-	1395	622	444	445	3	10	5	155	337	5
AW011738	chr4	156203304	156205151	+	1848	139	244	343	0	18	11	22	14	13
Perm1	chr4	156215868	156221307	+	5440	40	30	105	37	0	0	24	25	93
Plekhn1	chr4	156221456	156228542	-	7087	84	79	63	77	45	76	15	30	27
Klhl17	chr4	156229044	156234857	-	5814	215	165	203	222	145	102	161	55	46
Mir7658	chr4	156230059	156230115	-	57	20	31	31	13	9	10	21	1	8
Noc2l	chr4	156236010	156247616	+	11607	719	693	753	1304	1293	1335	248	339	225
Samd11	chr4	156246973	156255338	-	8366	231	159	292	368	328	374	104	124	99
Vmn2r-ps159	chr4	156331103	156339499	+	8397	0	71	1	0	0	1	2	0	0
Vmn2r125	chr4	156349921	156354578	+	4658	0	1	0	0	0	0	0	0	0
V1rg10	chr5	3000116	3001052	-	937	0	6	0	0	0	0	0	0	0
Gm3027	chr5	3030238	3032082	+	1845	0	0	2	0	0	0	0	0	0
Gm18187	chr5	3041627	3042711	+	1085	0	0	0	0	0	0	1	0	0
Gm8706	chr5	3046516	3048006	-	1491	0	0	0	0	0	0	0	0	0
Gm43529	chr5	3056621	3057032	-	412	0	0	2	0	0	0	0	0	0
Gm6486	chr5	3070743	3072522	+	1780	0	0	0	0	0	0	0	1	0
Gm3053	chr5	3090769	3095074	+	4306	0	1	0	0	0	0	0	0	0
Gm43530	chr5	3099390	3099663	+	274	0	0	0	0	0	0	0	0	0
Gm8715	chr5	3123777	3127383	+	3607	0	6	0	0	0	0	0	0	0
Gm18985	chr5	3212335	3213694	+	1360	0	2	3	0	0	0	0	0	0
Gm15772	chr5	3236431	3236868	+	438	2606	2100	1533	12937	11659	9911	5133	5797	4786
Gm42426	chr5	3270319	3284584	+	14266	0	4	7	0	64	8	2	3	4
Cdk6	chr5	3341485	3531008	+	189524	601	1622	1039	1535	3215	2484	607	618	384
Gm17590	chr5	3472861	3480873	-	8013	25	43	33	34	124	92	31	41	9
Gm42435	chr5	3498625	3500072	-	1448	0	0	0	0	0	0	0	0	0
Fam133b	chr5	3543833	3570238	+	26406	1276	1642	1251	1130	927	945	617	483	488
Gm43017	chr5	3544037	3544788	+	752	3	10	0	0	0	5	0	1	0
n-R5s169	chr5	3561154	3561273	+	120	0	0	0	2	0	0	0	0	0
1700109H08Rik	chr5	3571566	3584356	+	12791	439	625	335	128	165	164	143	90	78
Rbm48	chr5	3583978	3596585	-	12608	587	1108	510	665	482	386	456	200	316
2510017J16Rik	chr5	3585112	3586374	+	1263	25	65	44	30	1	0	0	1	1
Pex1	chr5	3596066	3637232	+	41167	350	525	433	298	340	273	329	151	281
Gm43825	chr5	3624630	3625363	-	734	0	10	0	0	0	0	0	0	2
4833413G10Rik	chr5	3629777	3631722	-	1946	29	6	32	22	16	15	32	17	13
Gatad1	chr5	3632932	3657185	-	24254	280	346	479	287	282	411	260	249	205
Tmbim7	chr5	3651181	3680325	+	29145	30	18	9	0	0	0	0	1	0
Gm26238	chr5	3652544	3652660	+	117	0	0	0	0	0	0	0	0	0
Ankib1	chr5	3690000	3802925	-	112926	878	1399	1094	346	591	665	507	404	334
Gm22926	chr5	3695964	3696031	+	68	0	1	0	0	0	0	0	0	0
Gm43679	chr5	3751901	3755577	-	3677	11	72	7	10	5	7	4	11	0
Krit1	chr5	3803184	3845564	+	42381	1417	2116	1899	619	1428	1707	1688	1167	1501
Lrrd1	chr5	3845173	3866596	+	21424	3	53	15	29	27	41	58	1	14
Rps4x-ps	chr5	3875362	3876154	+	793	374	267	224	1296	1305	1117	621	489	452
Mterf1a	chr5	3890581	3893933	-	3353	36	39	68	155	222	299	180	45	220
Akap9	chr5	3928054	4081310	+	153257	3878	5138	4346	2361	2431	2444	3465	2345	2849
Wdr46-ps	chr5	3989006	3990717	+	1712	38	10	16	0	5	5	10	9	1
Gm43031	chr5	4073571	4075457	+	1887	25	21	20	0	0	0	13	2	0
Cyp51	chr5	4081145	4104746	-	23602	2225	2703	1361	2574	2912	3674	7002	8699	4851
Mterf1b	chr5	4192367	4197651	+	5285	14	47	19	123	88	115	113	28	107
Fzd1	chr5	4753839	4758035	-	4197	3624	3445	2522	294	982	935	701	444	368
Gm15750	chr5	4764834	4765665	+	832	10	25	7	26	27	18	13	2	4
Gm42744	chr5	4784753	4799094	-	14342	5	30	1	0	0	0	1	0	0
Gm44483	chr5	4802457	4802553	+	97	12	1	0	0	0	1	0	0	0
Cdk14	chr5	4803391	5420312	-	616922	2926	5220	2764	1076	1313	2482	377	426	231
Gm43112	chr5	4819506	4822627	-	3122	12	17	3	0	3	2	1	0	0
Gm43113	chr5	4826340	4828093	-	1754	31	65	0	0	13	26	0	0	0
Gm25037	chr5	4854314	4854423	-	110	0	0	0	0	0	0	0	0	0
Gm43111	chr5	4868348	4870266	-	1919	27	51	28	10	6	8	6	0	8
Gm22897	chr5;chr5	4985111;4985111	4985237;4985238	-;-	128	2	5	3	0	0	0	0	0	0
Gm43623	chr5	5137445	5140107	-	2663	6	14	6	0	0	0	0	0	0
Gm43577	chr5	5154571	5157914	-	3344	0	4	0	0	0	0	0	0	0
Gm10484	chr5	5170394	5175152	-	4759	4	29	4	10	0	0	0	0	0
Gm43727	chr5	5304356	5307002	-	2647	33	50	72	0	35	7	0	0	0
Gm43728	chr5	5309002	5311623	-	2622	68	52	55	0	8	16	0	0	2
1700015F17Rik	chr5	5437827	5479143	-	41317	5	116	81	32	11	34	21	4	0
Cldn12	chr5	5489537	5514958	-	25422	570	720	740	795	3973	4885	728	434	1102
Gtpbp10	chr5	5537454	5559538	-	22085	128	159	252	347	1237	949	409	249	388
Gm30652	chr5	5567328	5567757	+	430	1	3	0	2	5	1	5	1	1
Gm8773	chr5	5573799	5576203	+	2405	23	3	16	142	194	259	18	11	33
Cfap69	chr5	5579278	5664239	-	84962	214	412	508	99	168	88	57	97	29
Steap2	chr5	5664829	5694578	-	29750	351	573	720	502	1744	2074	880	726	371
Gm43219	chr5	5696858	5698794	+	1937	10	12	10	0	0	0	0	0	0
Steap1	chr5	5736317	5749326	-	13010	190	257	129	2871	2894	3125	1013	1412	543
Gm26825	chr5	5781530	5783636	+	2107	61445	57542	42970	73646	68895	62820	34682	38014	38502
Gm15459	chr5	5781615	5783555	-	1941	61147	57233	42777	73303	68564	62482	34510	37799	38291
Gm38697	chr5	5798197	5799942	+	1746	0	0	0	0	0	0	0	0	0
Gm23838	chr5	6014863	6015024	-	162	0	0	0	0	0	0	0	0	0
Gm42718	chr5	6311311	6313991	-	2681	0	1	0	0	0	0	8	0	0
Gm42719	chr5	6358836	6359190	+	355	0	0	0	0	0	0	0	0	0
Gm24686	chr5	6410438	6410530	+	93	0	0	0	0	0	0	0	0	0
Gm43325	chr5	6414399	6427065	+	12667	4	33	0	0	1	3	5	0	1
Gm3203	chr5	6426844	6429232	-	2389	12	4	8	0	20	21	44	18	10
Gm43324	chr5	6646520	6646808	-	289	0	0	0	0	0	0	0	0	0
Gm5714	chr5	6748892	6749457	-	566	1	0	0	4	3	3	3	3	0
Zfp804b	chr5	6769010	7344756	-	575747	839	2266	1221	2447	2638	2300	1241	1526	1424
Gm24525	chr5	7177706	7177856	-	151	1	0	2	0	0	0	0	0	0
Tubb4b-ps1	chr5	7179365	7180700	+	1336	639	472	431	2290	2526	2189	1018	1442	1367
Gm42598	chr5	7233401	7235837	-	2437	0	0	0	0	0	0	0	0	0
Gm42597	chr5	7260856	7262399	-	1544	0	16	2	0	0	0	0	0	0
Gm43841	chr5	7276324	7276909	+	586	3	5	6	6	3	10	4	5	4
4921511H03Rik	chr5	7304119	7311491	+	7373	13	47	38	0	0	0	0	0	0
Gm4960	chr5	7399362	7400362	-	1001	0	0	0	1	0	0	0	1	0
Gm42950	chr5	7680108	7960346	-	280239	200	1046	580	68	73	59	186	137	85
Gm8802	chr5	7857108	7857847	+	740	20	29	25	51	68	52	135	100	83
Gm22196	chr5	7888685	7888793	+	109	0	0	0	0	0	0	0	0	0
Gm43478	chr5	7923833	7924124	+	292	0	1	0	0	0	0	0	1	0
Steap4	chr5	7960457	7982213	+	21757	19365	36149	39992	22	22	57	14	8	17
Gm15731	chr5	8037294	8052707	-	15414	12	48	0	0	0	0	2	9	0
Sri	chr5	8046078	8069379	+	23302	3566	3797	4237	5436	4667	4291	2513	3221	1416
Gm15730	chr5	8055139	8055553	+	415	20	16	13	74	59	68	48	54	35
Adam22	chr5	8072352	8368160	-	295809	789	1480	1510	2	15	54	113	20	41
Gm21759	chr5	8179636	8181463	+	1828	1	17	0	0	0	0	0	0	0
